Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
3269	a	sp|P42892|ECE1_HUMAN	P42892	ECE1_HUMAN	ECE1	770	2.40	Homo sapiens OX=9606	Endothelin-converting enzyme 1 	1:Experimental evidence at protein level	0.9727	0.9980	1	1	1	0	1	1	0	580752	580752	     0			tr|A0A3B3ISF9|A0A3B3ISF9_HUMAN, tr|B4DKB2|B4DKB2_HUMAN
3270	a	sp|P51948|MAT1_HUMAN	P51948	MAT1_HUMAN	MNAT1	309	7.70	Homo sapiens OX=9606	CDK-activating kinase assembly factor MAT1 	1:Experimental evidence at protein level	0.9727	0.9980	1	1	1	0	0	0	0	     0	     0	     0			tr|H0YJ92|H0YJ92_HUMAN, tr|H0YJF2|H0YJF2_HUMAN
3271	a	sp|Q16854|DGUOK_HUMAN	Q16854	DGUOK_HUMAN	DGUOK	277	3.20	Homo sapiens OX=9606	Deoxyguanosine kinase, mitochondrial 	1:Experimental evidence at protein level	0.9727	0.9980	1	1	1	0	0	0	0	     0	     0	     0			
3272	a	sp|Q7LBC6|KDM3B_HUMAN	Q7LBC6	KDM3B_HUMAN	KDM3B	1761	3.60	Homo sapiens OX=9606	Lysine-specific demethylase 3B 	1:Experimental evidence at protein level	0.9727	0.9980	1	1	1	0	1	1	0	611760	611760	     0			tr|H0Y9V5|H0Y9V5_HUMAN
3273	a	sp|Q96HD1|CREL1_HUMAN	Q96HD1	CREL1_HUMAN	CRELD1	420	16.80	Homo sapiens OX=9606	Protein disulfide isomerase CRELD1 	1:Experimental evidence at protein level	0.9727	0.9980	1	1	1	0	2	2	0	1088373	1088373	     0			tr|F8WBY3|F8WBY3_HUMAN
3274	a	sp|Q96L96|ALPK3_HUMAN	Q96L96	ALPK3_HUMAN	ALPK3	1907	0.60	Homo sapiens OX=9606	Alpha-protein kinase 3 	1:Experimental evidence at protein level	0.9727	0.9980	1	1	1	0	3	3	0	6212096	6212096	     0	7C(57.0215)		
3275	a	sp|Q9C0B1|FTO_HUMAN	Q9C0B1	FTO_HUMAN	FTO	505	2.10	Homo sapiens OX=9606	Alpha-ketoglutarate-dependent dioxygenase FTO 	1:Experimental evidence at protein level	0.9727	0.9980	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A1B0GTC3|A0A1B0GTC3_HUMAN, tr|A0A1B0GTC5|A0A1B0GTC5_HUMAN, tr|A0A1B0GTY1|A0A1B0GTY1_HUMAN, tr|A0A1B0GU26|A0A1B0GU26_HUMAN, tr|A0A1B0GUC3|A0A1B0GUC3_HUMAN, tr|A0A1B0GV98|A0A1B0GV98_HUMAN, tr|A0A1B0GVH5|A0A1B0GVH5_HUMAN
3276	a	sp|Q9UH65|SWP70_HUMAN	Q9UH65	SWP70_HUMAN	SWAP70	585	1.90	Homo sapiens OX=9606	Switch-associated protein 70 	1:Experimental evidence at protein level	0.9727	0.9980	1	1	1	0	0	0	0	     0	     0	     0			tr|E7EMB1|E7EMB1_HUMAN
3277	a	sp|Q9UPQ0|LIMC1_HUMAN	Q9UPQ0	LIMC1_HUMAN	LIMCH1	1083	1.90	Homo sapiens OX=9606	LIM and calponin homology domains-containing protein 1 	1:Experimental evidence at protein level	0.9727	0.9980	1	1	1	0	1	1	0	863909	863909	     0			tr|D6RD46|D6RD46_HUMAN, tr|E7EPK0|E7EPK0_HUMAN, tr|E9PDJ9|E9PDJ9_HUMAN, tr|G5EA03|G5EA03_HUMAN, tr|H0Y8P3|H0Y8P3_HUMAN
3278	a	sp|P07996|TSP1_HUMAN	P07996	TSP1_HUMAN	THBS1	1170	1.20	Homo sapiens OX=9606	Thrombospondin-1 	1:Experimental evidence at protein level	0.9713	0.9979	1	1	1	0	0	0	0	     0	     0	     0			
3279	a	sp|Q14527|HLTF_HUMAN	Q14527	HLTF_HUMAN	HLTF	1009	1.60	Homo sapiens OX=9606	Helicase-like transcription factor 	1:Experimental evidence at protein level	0.9713	0.9979	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A0C4DGA6|A0A0C4DGA6_HUMAN
3280	a	sp|Q8TEQ6|GEMI5_HUMAN	Q8TEQ6	GEMI5_HUMAN	GEMIN5	1508	1.00	Homo sapiens OX=9606	Gem-associated protein 5 	1:Experimental evidence at protein level	0.9713	0.9979	1	1	1	0	1	1	0	586779	586779	     0			
3281	a	sp|Q8TER5|ARH40_HUMAN	Q8TER5	ARH40_HUMAN	ARHGEF40	1519	0.90	Homo sapiens OX=9606	Rho guanine nucleotide exchange factor 40 	1:Experimental evidence at protein level	0.9713	0.9979	1	1	1	0	0	0	0	     0	     0	     0			
3282	a	sp|Q8WUD4|CCD12_HUMAN	Q8WUD4	CCD12_HUMAN	CCDC12	166	14.60	Homo sapiens OX=9606	Coiled-coil domain-containing protein 12 	1:Experimental evidence at protein level	0.9713	0.9979	1	1	1	0	0	0	0	     0	     0	     0			tr|C9JUN5|C9JUN5_HUMAN, tr|J3KR35|J3KR35_HUMAN
3283	a	sp|Q99611|SPS2_HUMAN	Q99611	SPS2_HUMAN	SEPHS2	448	3.30	Homo sapiens OX=9606	Selenide, water dikinase 2 	1:Experimental evidence at protein level	0.9713	0.9979	1	1	1	0	0	0	0	     0	     0	     0			
3284	a	sp|Q9ULH0|KDIS_HUMAN	Q9ULH0	KDIS_HUMAN	KIDINS220	1771	1.00	Homo sapiens OX=9606	Kinase D-interacting substrate of 220 kDa 	1:Experimental evidence at protein level	0.9713	0.9979	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A1W2PPB7|A0A1W2PPB7_HUMAN, tr|E9PH70|E9PH70_HUMAN, tr|H0Y8E4|H0Y8E4_HUMAN
3285	a	sp|Q9UNH6|SNX7_HUMAN	Q9UNH6	SNX7_HUMAN	SNX7	387	2.60	Homo sapiens OX=9606	Sorting nexin-7 	1:Experimental evidence at protein level	0.9713	0.9979	1	1	1	0	1	1	0	935308	935308	     0			tr|E9PNL2|E9PNL2_HUMAN
3288	a	sp|A6ZKI3|RTL8C_HUMAN	A6ZKI3	RTL8C_HUMAN	RTL8C	113	10.60	Homo sapiens OX=9606	Retrotransposon Gag-like protein 8C 	1:Experimental evidence at protein level	0.9700	0.9978	1	1	1	0	2	2	0	1152393	1152393	     0			
3289	a	sp|O95218|ZRAB2_HUMAN	O95218	ZRAB2_HUMAN	ZRANB2	330	3.00	Homo sapiens OX=9606	Zinc finger Ran-binding domain-containing protein 2 	1:Experimental evidence at protein level	0.9700	0.9978	1	1	1	0	0	0	0	     0	     0	     0			
3290	a	sp|P09132|SRP19_HUMAN	P09132	SRP19_HUMAN	SRP19	144	12.50	Homo sapiens OX=9606	Signal recognition particle 19 kDa protein 	1:Experimental evidence at protein level	0.9700	0.9978	1	1	1	0	1	1	0	510102	510102	     0			tr|A0A087WYR0|A0A087WYR0_HUMAN
3291	a	sp|Q15554|TERF2_HUMAN	Q15554	TERF2_HUMAN	TERF2	542	18.20	Homo sapiens OX=9606	Telomeric repeat-binding factor 2 	1:Experimental evidence at protein level	0.9700	0.9978	1	1	1	0	0	0	0	     0	     0	     0			tr|H3BR06|H3BR06_HUMAN, tr|H3BTA7|H3BTA7_HUMAN, tr|J3KSJ9|J3KSJ9_HUMAN, tr|U3KQ35|U3KQ35_HUMAN
3292	a	sp|Q86TG7|PEG10_HUMAN	Q86TG7	PEG10_HUMAN	PEG10	708	4.70	Homo sapiens OX=9606	Retrotransposon-derived protein PEG10 	1:Experimental evidence at protein level	0.9700	0.9978	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A087WUL4|A0A087WUL4_HUMAN, tr|A0A087WX23|A0A087WX23_HUMAN, tr|A0A087WXK2|A0A087WXK2_HUMAN, tr|A0A087WZG9|A0A087WZG9_HUMAN, tr|B4DSP0|B4DSP0_HUMAN
3293	a	sp|Q8N201|INT1_HUMAN	Q8N201	INT1_HUMAN	INTS1	2190	0.60	Homo sapiens OX=9606	Integrator complex subunit 1 	1:Experimental evidence at protein level	0.9700	0.9978	1	1	1	0	0	0	0	     0	     0	     0			
3294	a	sp|Q8TBP6|S2540_HUMAN	Q8TBP6	S2540_HUMAN	SLC25A40	338	2.40	Homo sapiens OX=9606	Solute carrier family 25 member 40 	1:Experimental evidence at protein level	0.9700	0.9978	1	1	1	0	1	1	0	1188744	1188744	     0			
3295	a	sp|Q96AA3|RFT1_HUMAN	Q96AA3	RFT1_HUMAN	RFT1	541	2.00	Homo sapiens OX=9606	Protein RFT1 homolog 	1:Experimental evidence at protein level	0.9700	0.9978	1	1	1	0	0	0	0	     0	     0	     0			tr|B5MDE0|B5MDE0_HUMAN
3296	a	sp|Q96NB2|SFXN2_HUMAN	Q96NB2	SFXN2_HUMAN	SFXN2	322	15.20	Homo sapiens OX=9606	Sideroflexin-2 	1:Experimental evidence at protein level	0.9700	0.9978	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A0C4DGR6|A0A0C4DGR6_HUMAN, tr|A0A1B0GX61|A0A1B0GX61_HUMAN, tr|R4GMR9|R4GMR9_HUMAN, tr|R4GMW0|R4GMW0_HUMAN, tr|R4GN63|R4GN63_HUMAN, tr|R4GN74|R4GN74_HUMAN, tr|R4GNC2|R4GNC2_HUMAN
3297	a	sp|O15027|SC16A_HUMAN	O15027	SC16A_HUMAN	SEC16A	2357	1.60	Homo sapiens OX=9606	Protein transport protein Sec16A 	1:Experimental evidence at protein level	0.9687	0.9977	1	1	1	0	1	1	0	599333	599333	     0			tr|A0A0C4DH09|A0A0C4DH09_HUMAN, tr|A0A3F2YNX0|A0A3F2YNX0_HUMAN, tr|A0A3F2YNZ0|A0A3F2YNZ0_HUMAN, tr|F1T0I1|F1T0I1_HUMAN, tr|X6RGP5|X6RGP5_HUMAN
3298	a	sp|P46734|MP2K3_HUMAN	P46734	MP2K3_HUMAN	MAP2K3	347	10.30	Homo sapiens OX=9606	Dual specificity mitogen-activated protein kinase kinase 3 	1:Experimental evidence at protein level	0.9687	0.9977	1	1	1	0	1	1	0	936365	936365	     0			tr|J3KRV4|J3KRV4_HUMAN
3299	a	sp|Q15120|PDK3_HUMAN	Q15120	PDK3_HUMAN	PDK3	406	2.70	Homo sapiens OX=9606	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial 	1:Experimental evidence at protein level	0.9687	0.9977	1	1	1	0	0	0	0	     0	     0	     0			
3300	a	sp|Q15276|RABE1_HUMAN	Q15276	RABE1_HUMAN	RABEP1	862	8.50	Homo sapiens OX=9606	Rab GTPase-binding effector protein 1 	1:Experimental evidence at protein level	0.9687	0.9977	1	1	1	0	1	1	0	399071	399071	     0			tr|K7ENJ9|K7ENJ9_HUMAN
3301	a	sp|Q53GS7|GLE1_HUMAN	Q53GS7	GLE1_HUMAN	GLE1	698	1.60	Homo sapiens OX=9606	Nucleoporin GLE1 	1:Experimental evidence at protein level	0.9687	0.9977	1	1	1	0	0	0	0	     0	     0	     0			
3302	a	sp|Q7L8L6|FAKD5_HUMAN	Q7L8L6	FAKD5_HUMAN	FASTKD5	764	2.00	Homo sapiens OX=9606	FAST kinase domain-containing protein 5, mitochondrial 	1:Experimental evidence at protein level	0.9687	0.9977	1	1	1	0	1	1	0	654892	654892	     0			
3303	a	sp|Q99547|MPH6_HUMAN	Q99547	MPH6_HUMAN	MPHOSPH6	160	8.40	Homo sapiens OX=9606	M-phase phosphoprotein 6 	1:Experimental evidence at protein level	0.9687	0.9977	1	1	1	0	1	1	0	837658	837658	     0			tr|H3BNT4|H3BNT4_HUMAN, tr|H3BSB3|H3BSB3_HUMAN
3304	a	sp|Q9Y4H2|IRS2_HUMAN	Q9Y4H2	IRS2_HUMAN	IRS2	1338	1.90	Homo sapiens OX=9606	Insulin receptor substrate 2 	1:Experimental evidence at protein level	0.9687	0.9977	1	1	1	0	1	1	0	804688	804688	     0			
3306	a	sp|O14618|CCS_HUMAN	O14618	CCS_HUMAN	CCS	274	13.20	Homo sapiens OX=9606	Copper chaperone for superoxide dismutase 	1:Experimental evidence at protein level	0.9674	0.9976	1	1	1	0	0	0	0	     0	     0	     0			tr|E9PP76|E9PP76_HUMAN, tr|J3KNF4|J3KNF4_HUMAN
3307	a	sp|P01137|TGFB1_HUMAN	P01137	TGFB1_HUMAN	TGFB1	390	4.90	Homo sapiens OX=9606	Transforming growth factor beta-1 proprotein 	1:Experimental evidence at protein level	0.9674	0.9976	1	1	1	0	1	1	0	681893	681893	     0			tr|A0A499FJK2|A0A499FJK2_HUMAN
3308	a	sp|P18615|NELFE_HUMAN	P18615	NELFE_HUMAN	NELFE	380	8.30	Homo sapiens OX=9606	Negative elongation factor E 	1:Experimental evidence at protein level	0.9674	0.9976	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A0A0MSN9|A0A0A0MSN9_HUMAN, tr|A0A0A0MT02|A0A0A0MT02_HUMAN, tr|A0A0G2JI50|A0A0G2JI50_HUMAN, tr|E9PD43|E9PD43_HUMAN
3309	a	sp|Q13671|RIN1_HUMAN	Q13671	RIN1_HUMAN	RIN1	783	1.80	Homo sapiens OX=9606	Ras and Rab interactor 1 	1:Experimental evidence at protein level	0.9674	0.9976	1	1	1	0	1	1	0	1631295	1631295	     0			tr|E9PNR2|E9PNR2_HUMAN
3310	a	sp|Q5UIP0|RIF1_HUMAN	Q5UIP0	RIF1_HUMAN	RIF1	2472	1.40	Homo sapiens OX=9606	Telomere-associated protein RIF1 	1:Experimental evidence at protein level	0.9674	0.9976	1	1	1	0	1	1	0	597036	597036	     0			tr|H7BZN3|H7BZN3_HUMAN
3311	a	sp|Q8WVC0|LEO1_HUMAN	Q8WVC0	LEO1_HUMAN	LEO1	666	1.80	Homo sapiens OX=9606	RNA polymerase-associated protein LEO1 	1:Experimental evidence at protein level	0.9674	0.9976	1	1	1	0	0	0	0	     0	     0	     0			
3312	a	sp|A8MTT3|CEBOS_HUMAN	A8MTT3	CEBOS_HUMAN	CEBPZOS	80	8.80	Homo sapiens OX=9606	Protein CEBPZ	1:Experimental evidence at protein level	0.9660	0.9975	1	1	1	0	0	0	0	     0	     0	     0			
3313	a	sp|O15405|TOX3_HUMAN	O15405	TOX3_HUMAN	TOX3	576	2.50	Homo sapiens OX=9606	TOX high mobility group box family member 3 	1:Experimental evidence at protein level	0.9660	0.9975	1	1	1	0	1	1	0	500718	500718	     0			sp|O94842|TOX4_HUMAN, sp|O94900|TOX_HUMAN
3314	a	sp|P12259|FA5_HUMAN	P12259	FA5_HUMAN	F5	2224	0.60	Homo sapiens OX=9606	Coagulation factor V 	1:Experimental evidence at protein level	0.9660	0.9975	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A0A0MRJ7|A0A0A0MRJ7_HUMAN
3315	a	sp|P55268|LAMB2_HUMAN	P55268	LAMB2_HUMAN	LAMB2	1798	0.70	Homo sapiens OX=9606	Laminin subunit beta-2 	1:Experimental evidence at protein level	0.9660	0.9975	1	1	1	0	0	0	0	     0	     0	     0			
3316	a	sp|Q13439|GOGA4_HUMAN	Q13439	GOGA4_HUMAN	GOLGA4	2230	4.60	Homo sapiens OX=9606	Golgin subfamily A member 4 	1:Experimental evidence at protein level	0.9660	0.9975	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A087WTW2|A0A087WTW2_HUMAN, tr|E7EVX2|E7EVX2_HUMAN, tr|H0Y6I0|H0Y6I0_HUMAN
3317	a	sp|Q14790|CASP8_HUMAN	Q14790	CASP8_HUMAN	CASP8	479	8.60	Homo sapiens OX=9606	Caspase-8 	1:Experimental evidence at protein level	0.9660	0.9975	1	1	1	0	1	1	0	513265	513265	     0			tr|A0A0A0MS31|A0A0A0MS31_HUMAN, tr|E7EQ01|E7EQ01_HUMAN, tr|E7EQ06|E7EQ06_HUMAN, tr|E7ETB7|E7ETB7_HUMAN, tr|E7EVN1|E7EVN1_HUMAN
3318	a	sp|Q7Z449|CP2U1_HUMAN	Q7Z449	CP2U1_HUMAN	CYP2U1	544	3.30	Homo sapiens OX=9606	Cytochrome P450 2U1 	1:Experimental evidence at protein level	0.9660	0.9975	1	1	1	0	0	0	0	     0	     0	     0			tr|E9PGH5|E9PGH5_HUMAN
3319	a	sp|Q92785|REQU_HUMAN	Q92785	REQU_HUMAN	DPF2	391	8.50	Homo sapiens OX=9606	Zinc finger protein ubi-d4 	1:Experimental evidence at protein level	0.9660	0.9975	1	1	1	0	1	1	0	2259641	2259641	     0	N-term(42.0106)		tr|E9PN04|E9PN04_HUMAN, tr|J3KMZ8|J3KMZ8_HUMAN
3320	a	sp|Q9NUL7|DDX28_HUMAN	Q9NUL7	DDX28_HUMAN	DDX28	540	2.00	Homo sapiens OX=9606	Probable ATP-dependent RNA helicase DDX28 	1:Experimental evidence at protein level	0.9660	0.9975	1	1	1	0	0	0	0	     0	     0	     0			
3321	a	sp|Q9ULC3|RAB23_HUMAN	Q9ULC3	RAB23_HUMAN	RAB23	237	6.80	Homo sapiens OX=9606	Ras-related protein Rab-23 	1:Experimental evidence at protein level	0.9660	0.9975	1	1	1	0	0	0	0	     0	     0	     0			
3322	a	sp|Q9Y639|NPTN_HUMAN	Q9Y639	NPTN_HUMAN	NPTN	398	2.90	Homo sapiens OX=9606	Neuroplastin 	1:Experimental evidence at protein level	0.9660	0.9975	1	1	1	0	1	1	0	621318	621318	     0			tr|Q9UFM8|Q9UFM8_HUMAN
3324	a	sp|Q9BV10|ALG12_HUMAN	Q9BV10	ALG12_HUMAN	ALG12	488	5.10	Homo sapiens OX=9606	Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase 	1:Experimental evidence at protein level	0.9647	0.9974	1	1	1	0	1	1	0	1578306	1578306	     0			tr|H7C4I6|H7C4I6_HUMAN
3325	a	sp|Q9H4L4|SENP3_HUMAN	Q9H4L4	SENP3_HUMAN	SENP3	574	3.10	Homo sapiens OX=9606	Sentrin-specific protease 3 	1:Experimental evidence at protein level	0.9647	0.9974	1	1	1	0	1	1	0	1014931	1014931	     0			
3326	a	sp|Q9H8Y5|ANKZ1_HUMAN	Q9H8Y5	ANKZ1_HUMAN	ANKZF1	726	2.90	Homo sapiens OX=9606	Ankyrin repeat and zinc finger domain-containing protein 1 	1:Experimental evidence at protein level	0.9647	0.9974	1	1	1	0	1	1	0	1750745	1750745	     0			tr|B8ZZS4|B8ZZS4_HUMAN
3327	a	sp|Q9UNF1|MAGD2_HUMAN	Q9UNF1	MAGD2_HUMAN	MAGED2	606	2.50	Homo sapiens OX=9606	Melanoma-associated antigen D2 	1:Experimental evidence at protein level	0.9647	0.9974	1	1	1	0	0	0	0	     0	     0	     0			tr|Q5H907|Q5H907_HUMAN, tr|Q5H909|Q5H909_HUMAN
3328	a	sp|O95208|EPN2_HUMAN	O95208	EPN2_HUMAN	EPN2	641	19.40	Homo sapiens OX=9606	Epsin-2 	1:Experimental evidence at protein level	0.9634	0.9973	1	1	1	0	1	1	0	662638	662638	     0			tr|E9PBC1|E9PBC1_HUMAN, tr|F6PQP6|F6PQP6_HUMAN, tr|I3L2B2|I3L2B2_HUMAN, tr|J3KSA6|J3KSA6_HUMAN, tr|J3KSC7|J3KSC7_HUMAN, tr|J3KSF8|J3KSF8_HUMAN, tr|J3KTF6|J3KTF6_HUMAN, tr|J3QLN2|J3QLN2_HUMAN
3329	a	sp|P07311|ACYP1_HUMAN	P07311	ACYP1_HUMAN	ACYP1	99	13.10	Homo sapiens OX=9606	Acylphosphatase-1 	1:Experimental evidence at protein level	0.9634	0.9973	1	1	1	0	0	0	0	     0	     0	     0			tr|G3V2U7|G3V2U7_HUMAN
3330	a	sp|P08397|HEM3_HUMAN	P08397	HEM3_HUMAN	HMBS	361	5.30	Homo sapiens OX=9606	Porphobilinogen deaminase 	1:Experimental evidence at protein level	0.9634	0.9973	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A1W2PNU5|A0A1W2PNU5_HUMAN, tr|A0A3B3IRR1|A0A3B3IRR1_HUMAN, tr|A0A3B3IU34|A0A3B3IU34_HUMAN, tr|A0A3B3IU56|A0A3B3IU56_HUMAN, tr|A0A3F2YNY7|A0A3F2YNY7_HUMAN, tr|F5GY90|F5GY90_HUMAN, tr|F5H0P4|F5H0P4_HUMAN, tr|F5H226|F5H226_HUMAN, tr|F5H345|F5H345_HUMAN
3331	a	sp|P36639|8ODP_HUMAN	P36639	8ODP_HUMAN	NUDT1	197	6.10	Homo sapiens OX=9606	7,8-dihydro-8-oxoguanine triphosphatase 	1:Experimental evidence at protein level	0.9634	0.9973	1	1	1	0	2	2	0	1066990	1066990	     0			
3332	a	sp|Q70IA6|MOB2_HUMAN	Q70IA6	MOB2_HUMAN	MOB2	237	4.70	Homo sapiens OX=9606	MOB kinase activator 2 	1:Experimental evidence at protein level	0.9634	0.9973	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A087WVS8|A0A087WVS8_HUMAN
3333	a	sp|Q86Y56|DAAF5_HUMAN	Q86Y56	DAAF5_HUMAN	DNAAF5	855	1.80	Homo sapiens OX=9606	Dynein assembly factor 5, axonemal 	1:Experimental evidence at protein level	0.9634	0.9973	1	1	1	0	0	0	0	     0	     0	     0			tr|H0Y650|H0Y650_HUMAN
3334	a	sp|A6NHS7|MANS4_HUMAN	A6NHS7	MANS4_HUMAN	MANSC4	340	2.10	Homo sapiens OX=9606	MANSC domain-containing protein 4 	3:Protein inferred from homology	0.9621	0.9972	1	1	1	0	2	2	0	11402382	11402382	     0			
3335	a	sp|O15212|PFD6_HUMAN	O15212	PFD6_HUMAN	PFDN6	129	7.80	Homo sapiens OX=9606	Prefoldin subunit 6 	1:Experimental evidence at protein level	0.9621	0.9972	1	1	1	0	1	1	0	1163278	1163278	     0			
3336	a	sp|Q86V21|AACS_HUMAN	Q86V21	AACS_HUMAN	AACS	672	2.70	Homo sapiens OX=9606	Acetoacetyl-CoA synthetase 	1:Experimental evidence at protein level	0.9621	0.9972	1	1	1	0	0	0	0	     0	     0	     0			
3337	a	sp|Q8NB37|GALD1_HUMAN	Q8NB37	GALD1_HUMAN	GATD1	220	11.50	Homo sapiens OX=9606	Glutamine amidotransferase-like class 1 domain-containing protein 1 	1:Experimental evidence at protein level	0.9621	0.9972	1	1	1	0	0	0	0	     0	     0	     0			tr|H0YE25|H0YE25_HUMAN, tr|H0YER3|H0YER3_HUMAN, tr|H0YF25|H0YF25_HUMAN
3338	a	sp|Q9BUT9|MCRI2_HUMAN	Q9BUT9	MCRI2_HUMAN	MCRIP2	160	16.90	Homo sapiens OX=9606	MAPK regulated corepressor interacting protein 2 	1:Experimental evidence at protein level	0.9621	0.9972	1	1	1	0	0	0	0	     0	     0	     0			tr|I3L172|I3L172_HUMAN
3339	a	sp|Q9BV20|MTNA_HUMAN	Q9BV20	MTNA_HUMAN	MRI1	369	4.10	Homo sapiens OX=9606	Methylthioribose-1-phosphate isomerase 	1:Experimental evidence at protein level	0.9621	0.9972	1	1	1	0	1	1	0	1162521	1162521	     0			
3340	a	sp|Q9UHQ4|BAP29_HUMAN	Q9UHQ4	BAP29_HUMAN	BCAP29	241	11.30	Homo sapiens OX=9606	B-cell receptor-associated protein 29 	1:Experimental evidence at protein level	0.9621	0.9972	1	1	1	0	0	0	0	     0	     0	     0			tr|C9IYK6|C9IYK6_HUMAN, tr|C9JGJ9|C9JGJ9_HUMAN, tr|C9JTE9|C9JTE9_HUMAN, tr|F8WB99|F8WB99_HUMAN, tr|H7C5E2|H7C5E2_HUMAN
3342	a	sp|O60306|AQR_HUMAN	O60306	AQR_HUMAN	AQR	1485	0.90	Homo sapiens OX=9606	RNA helicase aquarius 	1:Experimental evidence at protein level	0.9608	0.9971	1	1	1	0	0	0	0	     0	     0	     0			
3343	a	sp|P62745|RHOB_HUMAN	P62745	RHOB_HUMAN	RHOB	196	4.10	Homo sapiens OX=9606	Rho-related GTP-binding protein RhoB 	1:Experimental evidence at protein level	0.9608	0.9971	1	1	1	0	0	0	0	     0	     0	     0			
3344	a	sp|Q14966|ZN638_HUMAN	Q14966	ZN638_HUMAN	ZNF638	1978	6.60	Homo sapiens OX=9606	Zinc finger protein 638 	1:Experimental evidence at protein level	0.9608	0.9971	1	1	1	0	0	0	0	     0	     0	     0			tr|C9JWN0|C9JWN0_HUMAN
3345	a	sp|Q9H267|VP33B_HUMAN	Q9H267	VP33B_HUMAN	VPS33B	617	22.50	Homo sapiens OX=9606	Vacuolar protein sorting-associated protein 33B 	1:Experimental evidence at protein level	0.9608	0.9971	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A2R8YDQ0|A0A2R8YDQ0_HUMAN, tr|F5H008|F5H008_HUMAN, tr|G3V3F9|G3V3F9_HUMAN
3347	a	sp|O14513|NCKP5_HUMAN	O14513	NCKP5_HUMAN	NCKAP5	1909	2.20	Homo sapiens OX=9606	Nck-associated protein 5 	1:Experimental evidence at protein level	0.9595	0.9970	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A0A0MS79|A0A0A0MS79_HUMAN, tr|A0A0A0MSE4|A0A0A0MSE4_HUMAN
3348	a	sp|O60524|NEMF_HUMAN	O60524	NEMF_HUMAN	NEMF	1076	5.60	Homo sapiens OX=9606	Nuclear export mediator factor NEMF 	1:Experimental evidence at protein level	0.9595	0.9970	1	1	1	0	1	1	0	1824668	1824668	     0			tr|G3V4D9|G3V4D9_HUMAN, tr|G3V5V3|G3V5V3_HUMAN
3349	a	sp|Q01415|GALK2_HUMAN	Q01415	GALK2_HUMAN	GALK2	458	3.80	Homo sapiens OX=9606	N-acetylgalactosamine kinase 	1:Experimental evidence at protein level	0.9595	0.9970	1	1	1	0	0	0	0	     0	     0	     0			tr|B7ZAX5|B7ZAX5_HUMAN, tr|H0YK10|H0YK10_HUMAN
3350	a	sp|Q15014|MO4L2_HUMAN	Q15014	MO4L2_HUMAN	MORF4L2	288	7.60	Homo sapiens OX=9606	Mortality factor 4-like protein 2 	1:Experimental evidence at protein level	0.9595	0.9970	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A0A0MT59|A0A0A0MT59_HUMAN, tr|Q5JXX1|Q5JXX1_HUMAN, tr|Q5JXX2|Q5JXX2_HUMAN
3351	a	sp|Q86VR2|RETR3_HUMAN	Q86VR2	RETR3_HUMAN	RETREG3	466	18.50	Homo sapiens OX=9606	Reticulophagy regulator 3 	1:Experimental evidence at protein level	0.9595	0.9970	1	1	1	0	1	1	0	1701781	1701781	     0			tr|K7EJ34|K7EJ34_HUMAN, tr|K7ELM8|K7ELM8_HUMAN, tr|K7EMF4|K7EMF4_HUMAN, tr|K7ENF4|K7ENF4_HUMAN, tr|K7ENZ6|K7ENZ6_HUMAN
3352	a	sp|Q9BPW9|DHRS9_HUMAN	Q9BPW9	DHRS9_HUMAN	DHRS9	319	4.40	Homo sapiens OX=9606	Dehydrogenase/reductase SDR family member 9 	1:Experimental evidence at protein level	0.9595	0.9970	1	1	1	0	0	0	0	     0	     0	     0			
3353	a	sp|Q9P016|THYN1_HUMAN	Q9P016	THYN1_HUMAN	THYN1	225	3.10	Homo sapiens OX=9606	Thymocyte nuclear protein 1 	1:Experimental evidence at protein level	0.9595	0.9970	1	1	1	0	1	1	0	2960311	2960311	     0			
3355	a	sp|Q9BZL1|UBL5_HUMAN	Q9BZL1	UBL5_HUMAN	UBL5	73	12.30	Homo sapiens OX=9606	Ubiquitin-like protein 5 	1:Experimental evidence at protein level	0.9582	0.9969	1	1	1	0	2	2	0	1219704	1219704	     0			
