Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
3326	a	sp|Q9H8Y5|ANKZ1_HUMAN	Q9H8Y5	ANKZ1_HUMAN	ANKZF1	726	2.90	Homo sapiens OX=9606	Ankyrin repeat and zinc finger domain-containing protein 1 	1:Experimental evidence at protein level	0.9647	0.9974	1	1	1	0	0	0	0	     0	     0	     0			tr|B8ZZS4|B8ZZS4_HUMAN
3327	a	sp|Q9UNF1|MAGD2_HUMAN	Q9UNF1	MAGD2_HUMAN	MAGED2	606	2.50	Homo sapiens OX=9606	Melanoma-associated antigen D2 	1:Experimental evidence at protein level	0.9647	0.9974	1	1	1	0	0	0	0	     0	     0	     0			tr|Q5H907|Q5H907_HUMAN, tr|Q5H909|Q5H909_HUMAN
3328	a	sp|O95208|EPN2_HUMAN	O95208	EPN2_HUMAN	EPN2	641	19.40	Homo sapiens OX=9606	Epsin-2 	1:Experimental evidence at protein level	0.9634	0.9973	1	1	1	0	1	1	0	604533	604533	     0			tr|E9PBC1|E9PBC1_HUMAN, tr|F6PQP6|F6PQP6_HUMAN, tr|I3L2B2|I3L2B2_HUMAN, tr|J3KSA6|J3KSA6_HUMAN, tr|J3KSC7|J3KSC7_HUMAN, tr|J3KSF8|J3KSF8_HUMAN, tr|J3KTF6|J3KTF6_HUMAN, tr|J3QLN2|J3QLN2_HUMAN
3329	a	sp|P07311|ACYP1_HUMAN	P07311	ACYP1_HUMAN	ACYP1	99	13.10	Homo sapiens OX=9606	Acylphosphatase-1 	1:Experimental evidence at protein level	0.9634	0.9973	1	1	1	0	2	2	0	564830	564830	     0			tr|G3V2U7|G3V2U7_HUMAN
3330	a	sp|P08397|HEM3_HUMAN	P08397	HEM3_HUMAN	HMBS	361	5.30	Homo sapiens OX=9606	Porphobilinogen deaminase 	1:Experimental evidence at protein level	0.9634	0.9973	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A1W2PNU5|A0A1W2PNU5_HUMAN, tr|A0A3B3IRR1|A0A3B3IRR1_HUMAN, tr|A0A3B3IU34|A0A3B3IU34_HUMAN, tr|A0A3B3IU56|A0A3B3IU56_HUMAN, tr|A0A3F2YNY7|A0A3F2YNY7_HUMAN, tr|F5GY90|F5GY90_HUMAN, tr|F5H0P4|F5H0P4_HUMAN, tr|F5H226|F5H226_HUMAN, tr|F5H345|F5H345_HUMAN
3331	a	sp|P36639|8ODP_HUMAN	P36639	8ODP_HUMAN	NUDT1	197	6.10	Homo sapiens OX=9606	7,8-dihydro-8-oxoguanine triphosphatase 	1:Experimental evidence at protein level	0.9634	0.9973	1	1	1	0	0	0	0	     0	     0	     0			
3332	a	sp|Q70IA6|MOB2_HUMAN	Q70IA6	MOB2_HUMAN	MOB2	237	4.70	Homo sapiens OX=9606	MOB kinase activator 2 	1:Experimental evidence at protein level	0.9634	0.9973	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A087WVS8|A0A087WVS8_HUMAN
3333	a	sp|Q86Y56|DAAF5_HUMAN	Q86Y56	DAAF5_HUMAN	DNAAF5	855	1.80	Homo sapiens OX=9606	Dynein assembly factor 5, axonemal 	1:Experimental evidence at protein level	0.9634	0.9973	1	1	1	0	0	0	0	     0	     0	     0			tr|H0Y650|H0Y650_HUMAN
3334	a	sp|A6NHS7|MANS4_HUMAN	A6NHS7	MANS4_HUMAN	MANSC4	340	2.10	Homo sapiens OX=9606	MANSC domain-containing protein 4 	3:Protein inferred from homology	0.9621	0.9972	1	1	1	0	3	3	0	19988778	19988778	     0			
3335	a	sp|O15212|PFD6_HUMAN	O15212	PFD6_HUMAN	PFDN6	129	7.80	Homo sapiens OX=9606	Prefoldin subunit 6 	1:Experimental evidence at protein level	0.9621	0.9972	1	1	1	0	1	1	0	2792532	2792532	     0			
3336	a	sp|Q86V21|AACS_HUMAN	Q86V21	AACS_HUMAN	AACS	672	2.70	Homo sapiens OX=9606	Acetoacetyl-CoA synthetase 	1:Experimental evidence at protein level	0.9621	0.9972	1	1	1	0	1	1	0	1233172	1233172	     0			
3337	a	sp|Q8NB37|GALD1_HUMAN	Q8NB37	GALD1_HUMAN	GATD1	220	11.50	Homo sapiens OX=9606	Glutamine amidotransferase-like class 1 domain-containing protein 1 	1:Experimental evidence at protein level	0.9621	0.9972	1	1	1	0	0	0	0	     0	     0	     0			tr|H0YE25|H0YE25_HUMAN, tr|H0YER3|H0YER3_HUMAN, tr|H0YF25|H0YF25_HUMAN
3338	a	sp|Q9BUT9|MCRI2_HUMAN	Q9BUT9	MCRI2_HUMAN	MCRIP2	160	16.90	Homo sapiens OX=9606	MAPK regulated corepressor interacting protein 2 	1:Experimental evidence at protein level	0.9621	0.9972	1	1	1	0	0	0	0	     0	     0	     0			tr|I3L172|I3L172_HUMAN
3339	a	sp|Q9BV20|MTNA_HUMAN	Q9BV20	MTNA_HUMAN	MRI1	369	4.10	Homo sapiens OX=9606	Methylthioribose-1-phosphate isomerase 	1:Experimental evidence at protein level	0.9621	0.9972	1	1	1	0	0	0	0	     0	     0	     0			
3340	a	sp|Q9UHQ4|BAP29_HUMAN	Q9UHQ4	BAP29_HUMAN	BCAP29	241	11.30	Homo sapiens OX=9606	B-cell receptor-associated protein 29 	1:Experimental evidence at protein level	0.9621	0.9972	1	1	1	0	1	1	0	847484	847484	     0			tr|C9IYK6|C9IYK6_HUMAN, tr|C9JGJ9|C9JGJ9_HUMAN, tr|C9JTE9|C9JTE9_HUMAN, tr|F8WB99|F8WB99_HUMAN, tr|H7C5E2|H7C5E2_HUMAN
3342	a	sp|O60306|AQR_HUMAN	O60306	AQR_HUMAN	AQR	1485	0.90	Homo sapiens OX=9606	RNA helicase aquarius 	1:Experimental evidence at protein level	0.9608	0.9971	1	1	1	0	0	0	0	     0	     0	     0			
3343	a	sp|P62745|RHOB_HUMAN	P62745	RHOB_HUMAN	RHOB	196	4.10	Homo sapiens OX=9606	Rho-related GTP-binding protein RhoB 	1:Experimental evidence at protein level	0.9608	0.9971	1	1	1	0	0	0	0	     0	     0	     0			
3344	a	sp|Q14966|ZN638_HUMAN	Q14966	ZN638_HUMAN	ZNF638	1978	6.60	Homo sapiens OX=9606	Zinc finger protein 638 	1:Experimental evidence at protein level	0.9608	0.9971	1	1	1	0	3	3	0	541847	541847	     0			tr|C9JWN0|C9JWN0_HUMAN
3345	a	sp|Q9H267|VP33B_HUMAN	Q9H267	VP33B_HUMAN	VPS33B	617	22.50	Homo sapiens OX=9606	Vacuolar protein sorting-associated protein 33B 	1:Experimental evidence at protein level	0.9608	0.9971	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A2R8YDQ0|A0A2R8YDQ0_HUMAN, tr|F5H008|F5H008_HUMAN, tr|G3V3F9|G3V3F9_HUMAN
3347	a	sp|O14513|NCKP5_HUMAN	O14513	NCKP5_HUMAN	NCKAP5	1909	2.20	Homo sapiens OX=9606	Nck-associated protein 5 	1:Experimental evidence at protein level	0.9595	0.9970	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A0A0MS79|A0A0A0MS79_HUMAN, tr|A0A0A0MSE4|A0A0A0MSE4_HUMAN
3348	a	sp|O60524|NEMF_HUMAN	O60524	NEMF_HUMAN	NEMF	1076	5.60	Homo sapiens OX=9606	Nuclear export mediator factor NEMF 	1:Experimental evidence at protein level	0.9595	0.9970	1	1	1	0	1	1	0	3488774	3488774	     0			tr|G3V4D9|G3V4D9_HUMAN, tr|G3V5V3|G3V5V3_HUMAN
3349	a	sp|Q01415|GALK2_HUMAN	Q01415	GALK2_HUMAN	GALK2	458	3.80	Homo sapiens OX=9606	N-acetylgalactosamine kinase 	1:Experimental evidence at protein level	0.9595	0.9970	1	1	1	0	0	0	0	     0	     0	     0			tr|B7ZAX5|B7ZAX5_HUMAN, tr|H0YK10|H0YK10_HUMAN
3350	a	sp|Q15014|MO4L2_HUMAN	Q15014	MO4L2_HUMAN	MORF4L2	288	7.60	Homo sapiens OX=9606	Mortality factor 4-like protein 2 	1:Experimental evidence at protein level	0.9595	0.9970	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A0A0MT59|A0A0A0MT59_HUMAN, tr|Q5JXX1|Q5JXX1_HUMAN, tr|Q5JXX2|Q5JXX2_HUMAN
3351	a	sp|Q86VR2|RETR3_HUMAN	Q86VR2	RETR3_HUMAN	RETREG3	466	18.50	Homo sapiens OX=9606	Reticulophagy regulator 3 	1:Experimental evidence at protein level	0.9595	0.9970	1	1	1	0	0	0	0	     0	     0	     0			tr|K7EJ34|K7EJ34_HUMAN, tr|K7ELM8|K7ELM8_HUMAN, tr|K7EMF4|K7EMF4_HUMAN, tr|K7ENF4|K7ENF4_HUMAN, tr|K7ENZ6|K7ENZ6_HUMAN
3352	a	sp|Q9BPW9|DHRS9_HUMAN	Q9BPW9	DHRS9_HUMAN	DHRS9	319	4.40	Homo sapiens OX=9606	Dehydrogenase/reductase SDR family member 9 	1:Experimental evidence at protein level	0.9595	0.9970	1	1	1	0	1	1	0	1053450	1053450	     0			
3353	a	sp|Q9P016|THYN1_HUMAN	Q9P016	THYN1_HUMAN	THYN1	225	3.10	Homo sapiens OX=9606	Thymocyte nuclear protein 1 	1:Experimental evidence at protein level	0.9595	0.9970	1	1	1	0	1	1	0	3234644	3234644	     0			
3355	a	sp|Q9BZL1|UBL5_HUMAN	Q9BZL1	UBL5_HUMAN	UBL5	73	12.30	Homo sapiens OX=9606	Ubiquitin-like protein 5 	1:Experimental evidence at protein level	0.9582	0.9969	1	1	1	0	0	0	0	     0	     0	     0			
3357	a	sp|P05187|PPB1_HUMAN	P05187	PPB1_HUMAN	ALPP	535	2.40	Homo sapiens OX=9606	Alkaline phosphatase, placental type 	1:Experimental evidence at protein level	0.9569	0.9968	1	1	1	0	0	0	0	     0	     0	     0			sp|P10696|PPBN_HUMAN
3358	a	sp|Q0VGL1|LTOR4_HUMAN	Q0VGL1	LTOR4_HUMAN	LAMTOR4	99	12.20	Homo sapiens OX=9606	Ragulator complex protein LAMTOR4 	1:Experimental evidence at protein level	0.9569	0.9968	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A087WV46|A0A087WV46_HUMAN, tr|C9JXA7|C9JXA7_HUMAN
3359	a	sp|Q4G0I0|CSMT1_HUMAN	Q4G0I0	CSMT1_HUMAN	CCSMST1	132	15.90	Homo sapiens OX=9606	Protein CCSMST1 	2:Experimental evidence at transcript level	0.9569	0.9968	1	1	1	0	1	1	0	1254208	1254208	     0			
3360	a	sp|Q5SWX8|ODR4_HUMAN	Q5SWX8	ODR4_HUMAN	ODR4	454	2.60	Homo sapiens OX=9606	Protein odr-4 homolog 	1:Experimental evidence at protein level	0.9569	0.9968	1	1	1	0	0	0	0	     0	     0	     0			
3361	a	sp|Q9NQG1|MANBL_HUMAN	Q9NQG1	MANBL_HUMAN	MANBAL	85	14.10	Homo sapiens OX=9606	Protein MANBAL 	1:Experimental evidence at protein level	0.9569	0.9968	1	1	1	0	1	1	0	178100	178100	     0			
3362	a	sp|Q9Y6M5|ZNT1_HUMAN	Q9Y6M5	ZNT1_HUMAN	SLC30A1	507	4.50	Homo sapiens OX=9606	Zinc transporter 1 	1:Experimental evidence at protein level	0.9569	0.9968	1	1	1	0	0	0	0	     0	     0	     0			
3363	a	sp|Q495T6|MMEL1_HUMAN	Q495T6	MMEL1_HUMAN	MMEL1	779	1.20	Homo sapiens OX=9606	Membrane metallo-endopeptidase-like 1 	2:Experimental evidence at transcript level	0.9556	0.9967	1	1	1	0	0	0	0	     0	     0	     0			
3364	a	sp|Q9NXS2|QPCTL_HUMAN	Q9NXS2	QPCTL_HUMAN	QPCTL	382	9.10	Homo sapiens OX=9606	Glutaminyl-peptide cyclotransferase-like protein 	1:Experimental evidence at protein level	0.9556	0.9967	1	1	1	0	0	0	0	     0	     0	     0			tr|K7EQG1|K7EQG1_HUMAN
3365	a	sp|Q8WYP5|ELYS_HUMAN	Q8WYP5	ELYS_HUMAN	AHCTF1	2266	0.50	Homo sapiens OX=9606	Protein ELYS 	1:Experimental evidence at protein level	0.9543	0.9966	1	1	1	0	0	0	0	     0	     0	     0			
3366	a	sp|Q9H939|PPIP2_HUMAN	Q9H939	PPIP2_HUMAN	PSTPIP2	334	2.70	Homo sapiens OX=9606	Proline-serine-threonine phosphatase-interacting protein 2 	1:Experimental evidence at protein level	0.9543	0.9966	1	1	1	0	0	0	0	     0	     0	     0			
3367	a	sp|Q9Y2D4|EXC6B_HUMAN	Q9Y2D4	EXC6B_HUMAN	EXOC6B	811	1.60	Homo sapiens OX=9606	Exocyst complex component 6B 	1:Experimental evidence at protein level	0.9543	0.9966	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A0U1RRB6|A0A0U1RRB6_HUMAN, tr|J3QT38|J3QT38_HUMAN
3369	a	sp|O14730|RIOK3_HUMAN	O14730	RIOK3_HUMAN	RIOK3	519	8.90	Homo sapiens OX=9606	Serine/threonine-protein kinase RIO3 	1:Experimental evidence at protein level	0.9530	0.9965	1	1	1	0	1	1	0	1318919	1318919	     0			tr|B4E1Q4|B4E1Q4_HUMAN, tr|J3QQL5|J3QQL5_HUMAN
3370	a	sp|Q8TEA8|DTD1_HUMAN	Q8TEA8	DTD1_HUMAN	DTD1	209	7.70	Homo sapiens OX=9606	D-aminoacyl-tRNA deacylase 1 	1:Experimental evidence at protein level	0.9530	0.9965	1	1	1	0	1	1	0	574408	574408	     0			
3371	a	sp|Q969V5|MUL1_HUMAN	Q969V5	MUL1_HUMAN	MUL1	352	2.60	Homo sapiens OX=9606	Mitochondrial ubiquitin ligase activator of NFKB 1 	1:Experimental evidence at protein level	0.9530	0.9965	1	1	1	0	0	0	0	     0	     0	     0			
3372	a	sp|O15541|R113A_HUMAN	O15541	R113A_HUMAN	RNF113A	343	3.80	Homo sapiens OX=9606	E3 ubiquitin-protein ligase RNF113A 	1:Experimental evidence at protein level	0.9518	0.9964	1	1	1	0	0	0	0	     0	     0	     0			
3373	a	sp|P06400|RB_HUMAN	P06400	RB_HUMAN	RB1	928	2.40	Homo sapiens OX=9606	Retinoblastoma-associated protein 	1:Experimental evidence at protein level	0.9518	0.9964	1	1	1	0	2	2	0	692444	692444	     0			tr|A0A3B3IS71|A0A3B3IS71_HUMAN
3374	a	sp|P49459|UBE2A_HUMAN	P49459	UBE2A_HUMAN	UBE2A	152	8.40	Homo sapiens OX=9606	Ubiquitin-conjugating enzyme E2 A 	1:Experimental evidence at protein level	0.9518	0.9964	1	1	1	0	1	1	0	10399674	10399674	     0			tr|A0A0D9SG71|A0A0D9SG71_HUMAN, tr|A0A0R4J2E5|A0A0R4J2E5_HUMAN
3375	a	sp|Q8N9N2|ASCC1_HUMAN	Q8N9N2	ASCC1_HUMAN	ASCC1	400	5.00	Homo sapiens OX=9606	Activating signal cointegrator 1 complex subunit 1 	1:Experimental evidence at protein level	0.9518	0.9964	1	1	1	0	1	1	0	691200	691200	     0			tr|A0A5F9ZH79|A0A5F9ZH79_HUMAN, tr|A0A5F9ZHP1|A0A5F9ZHP1_HUMAN, tr|A0A5F9ZI10|A0A5F9ZI10_HUMAN, tr|A0A5F9ZI37|A0A5F9ZI37_HUMAN, tr|H0YCB3|H0YCB3_HUMAN, tr|H0YE76|H0YE76_HUMAN, tr|H0YER2|H0YER2_HUMAN
3376	a	sp|Q96ME7|ZN512_HUMAN	Q96ME7	ZN512_HUMAN	ZNF512	567	1.90	Homo sapiens OX=9606	Zinc finger protein 512 	1:Experimental evidence at protein level	0.9518	0.9964	1	1	1	0	3	3	0	825536	825536	     0			tr|G3XAG1|G3XAG1_HUMAN
3377	a	sp|Q9Y2Z4|SYYM_HUMAN	Q9Y2Z4	SYYM_HUMAN	YARS2	477	3.10	Homo sapiens OX=9606	Tyrosine--tRNA ligase, mitochondrial 	1:Experimental evidence at protein level	0.9518	0.9964	1	1	1	0	0	0	0	     0	     0	     0			tr|H0YHS6|H0YHS6_HUMAN
3378	a	sp|P51965|UB2E1_HUMAN	P51965	UB2E1_HUMAN	UBE2E1	193	8.50	Homo sapiens	Ubiquitin-conjugating enzyme E2 E1 	1:Experimental evidence at protein level	0.9505	0.9963	1	1	1	0	1	1	0	1629100	1629100	     0			sp|Q969T4|UB2E3_HUMAN, sp|Q96LR5|UB2E2_HUMAN, tr|A0A087X283|A0A087X283_HUMAN, tr|A0A1B0GX65|A0A1B0GX65_HUMAN, tr|B7Z306|B7Z306_HUMAN, tr|C9J180|C9J180_HUMAN, tr|C9J2P0|C9J2P0_HUMAN, tr|H7C061|H7C061_HUMAN, tr|R4GN77|R4GN77_HUMAN, tr|R4GND1|R4GND1_HUMAN
3379	a	sp|Q07075|AMPE_HUMAN	Q07075	AMPE_HUMAN	ENPEP	957	1.30	Homo sapiens OX=9606	Glutamyl aminopeptidase 	1:Experimental evidence at protein level	0.9505	0.9963	1	1	1	0	0	0	0	     0	     0	     0			
3380	a	sp|Q15648|MED1_HUMAN	Q15648	MED1_HUMAN	MED1	1581	0.60	Homo sapiens OX=9606	Mediator of RNA polymerase II transcription subunit 1 	1:Experimental evidence at protein level	0.9505	0.9963	1	1	1	0	1	1	0	1167190	1167190	     0			
3381	a	sp|Q9Y6X9|MORC2_HUMAN	Q9Y6X9	MORC2_HUMAN	MORC2	1032	0.70	Homo sapiens OX=9606	ATPase MORC2 	1:Experimental evidence at protein level	0.9505	0.9963	1	1	1	0	2	2	0	4437928	4437928	     0			
3384	a	sp|Q12955|ANK3_HUMAN	Q12955	ANK3_HUMAN	ANK3	4377	8.20	Homo sapiens OX=9606	Ankyrin-3 	1:Experimental evidence at protein level	0.9479	0.9961	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A087WTF3|A0A087WTF3_HUMAN, tr|A0A087WZ26|A0A087WZ26_HUMAN, tr|B1AQT1|B1AQT1_HUMAN, tr|H0Y9E9|H0Y9E9_HUMAN
3385	a	sp|Q5TC63|GRTP1_HUMAN	Q5TC63	GRTP1_HUMAN	GRTP1	336	2.10	Homo sapiens OX=9606	Growth hormone-regulated TBC protein 1 	1:Experimental evidence at protein level	0.9479	0.9961	1	1	1	0	0	0	0	     0	     0	     0			
3386	a	sp|Q9P273|TEN3_HUMAN	Q9P273	TEN3_HUMAN	TENM3	2699	1.00	Homo sapiens OX=9606	Teneurin-3 	2:Experimental evidence at transcript level	0.9479	0.9961	1	1	1	0	1	1	0	592891	592891	     0			
3387	a	tr|E7EQY3|E7EQY3_HUMAN	E7EQY3	E7EQY3_HUMAN	PSG5	333	2.70	Homo sapiens OX=9606	Pregnancy-specific beta-1-glycoprotein 5 	1:Experimental evidence at protein level	0.9479	0.9961	1	1	1	0	4	4	0	1541226	1541226	     0	2M(15.9949)		
3388	a	sp|O14561|ACPM_HUMAN	O14561	ACPM_HUMAN	NDUFAB1	156	9.00	Homo sapiens OX=9606	Acyl carrier protein, mitochondrial 	1:Experimental evidence at protein level	0.9467	0.9960	1	1	1	0	0	0	0	     0	     0	     0			
3389	a	sp|Q0JRZ9|FCHO2_HUMAN	Q0JRZ9	FCHO2_HUMAN	FCHO2	810	2.40	Homo sapiens OX=9606	F-BAR domain only protein 2 	1:Experimental evidence at protein level	0.9454	0.9959	1	1	1	0	0	0	0	     0	     0	     0			tr|H7BXJ4|H7BXJ4_HUMAN
3390	a	sp|Q9H2V7|SPNS1_HUMAN	Q9H2V7	SPNS1_HUMAN	SPNS1	528	7.90	Homo sapiens OX=9606	Protein spinster homolog 1 	1:Experimental evidence at protein level	0.9454	0.9959	1	1	1	0	1	1	0	581961	581961	     0			tr|H3BMF4|H3BMF4_HUMAN, tr|H3BPQ9|H3BPQ9_HUMAN, tr|H3BR82|H3BR82_HUMAN, tr|H3BT44|H3BT44_HUMAN
3391	a	sp|Q9NWV4|CZIB_HUMAN	Q9NWV4	CZIB_HUMAN	CZIB	160	5.00	Homo sapiens OX=9606	CXXC motif containing zinc binding protein 	1:Experimental evidence at protein level	0.9454	0.9959	1	1	1	0	0	0	0	     0	     0	     0			
3393	a	sp|Q6UXH1|CREL2_HUMAN	Q6UXH1	CREL2_HUMAN	CRELD2	353	6.60	Homo sapiens OX=9606	Protein disulfide isomerase CRELD2 	1:Experimental evidence at protein level	0.9441	0.9958	1	1	1	0	0	0	0	     0	     0	     0			tr|A6PWM2|A6PWM2_HUMAN
3394	a	sp|Q9NXN4|GDAP2_HUMAN	Q9NXN4	GDAP2_HUMAN	GDAP2	497	1.60	Homo sapiens OX=9606	Ganglioside-induced differentiation-associated protein 2 	1:Experimental evidence at protein level	0.9429	0.9957	1	1	1	0	0	0	0	     0	     0	     0			
3395	a	sp|O00139|KIF2A_HUMAN	O00139	KIF2A_HUMAN	KIF2A	706	1.40	Homo sapiens OX=9606	Kinesin-like protein KIF2A 	1:Experimental evidence at protein level	0.9404	0.9955	1	1	1	0	1	1	0	294474	294474	     0			
3396	a	sp|O43313|ATMIN_HUMAN	O43313	ATMIN_HUMAN	ATMIN	823	1.00	Homo sapiens OX=9606	ATM interactor 	1:Experimental evidence at protein level	0.9404	0.9955	1	1	1	0	5	5	0	15736709	15736709	     0			
3397	a	sp|Q6RFH5|WDR74_HUMAN	Q6RFH5	WDR74_HUMAN	WDR74	385	36.80	Homo sapiens OX=9606	WD repeat-containing protein 74 	1:Experimental evidence at protein level	0.9404	0.9955	1	1	1	0	0	0	0	     0	     0	     0			tr|E9PS41|E9PS41_HUMAN, tr|H0YFP2|H0YFP2_HUMAN
3398	a	sp|Q9Y605|MOFA1_HUMAN	Q9Y605	MOFA1_HUMAN	MRFAP1	127	23.30	Homo sapiens OX=9606	MORF4 family-associated protein 1 	1:Experimental evidence at protein level	0.9404	0.9955	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A087WTY9|A0A087WTY9_HUMAN
3399	a	tr|K7ELQ4|K7ELQ4_HUMAN	K7ELQ4	K7ELQ4_HUMAN	ATF7-NPFF	463	3.90	Homo sapiens OX=9606	Cyclic AMP-dependent transcription factor ATF-7 	3:Protein inferred from homology	0.9404	0.9955	1	1	1	0	0	0	0	     0	     0	     0			
3401	a	sp|P78345|RPP38_HUMAN	P78345	RPP38_HUMAN	RPP38	283	2.80	Homo sapiens OX=9606	Ribonuclease P protein subunit p38 	1:Experimental evidence at protein level	0.9366	0.9952	1	1	1	0	1	1	0	927866	927866	     0			
3402	a	sp|Q9Y5B0|CTDP1_HUMAN	Q9Y5B0	CTDP1_HUMAN	CTDP1	961	1.90	Homo sapiens OX=9606	RNA polymerase II subunit A C-terminal domain phosphatase 	1:Experimental evidence at protein level	0.9366	0.9952	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A0J9YWB6|A0A0J9YWB6_HUMAN
3403	a	sp|Q5SRE7|PHYD1_HUMAN	Q5SRE7	PHYD1_HUMAN	PHYHD1	291	22.20	Homo sapiens OX=9606	Phytanoyl-CoA dioxygenase domain-containing protein 1 	1:Experimental evidence at protein level	0.9354	0.9951	1	1	1	0	1	1	0	657228	657228	     0			tr|G5E9M0|G5E9M0_HUMAN, tr|H7C3M4|H7C3M4_HUMAN, tr|X6RCI6|X6RCI6_HUMAN, tr|X6RFQ9|X6RFQ9_HUMAN, tr|X6RJK6|X6RJK6_HUMAN
3404	a	sp|O15091|MRPP3_HUMAN	O15091	MRPP3_HUMAN	PRORP	583	2.70	Homo sapiens OX=9606	Mitochondrial ribonuclease P catalytic subunit 	1:Experimental evidence at protein level	0.9342	0.9950	1	1	1	0	1	1	0	681623	681623	     0			
3405	a	sp|Q71RC2|LARP4_HUMAN	Q71RC2	LARP4_HUMAN	LARP4	724	4.30	Homo sapiens OX=9606	La-related protein 4 	1:Experimental evidence at protein level	0.9342	0.9950	1	1	1	0	0	0	0	     0	     0	     0			tr|Q96J85|Q96J85_HUMAN, tr|X6RLN4|X6RLN4_HUMAN
3406	a	sp|P0DJ07|PT100_HUMAN	P0DJ07	PT100_HUMAN	PET100	73	22.70	Homo sapiens OX=9606	Protein PET100 homolog, mitochondrial 	1:Experimental evidence at protein level	0.9317	0.9948	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A0A0MSK2|A0A0A0MSK2_HUMAN
3407	a	sp|Q9H7Z6|KAT8_HUMAN	Q9H7Z6	KAT8_HUMAN	KAT8	458	2.40	Homo sapiens OX=9606	Histone acetyltransferase KAT8 	1:Experimental evidence at protein level	0.9317	0.9948	1	1	1	0	0	0	0	     0	     0	     0			
3408	a	sp|P54252|ATX3_HUMAN	P54252	ATX3_HUMAN	ATXN3	361	4.20	Homo sapiens OX=9606	Ataxin-3 	1:Experimental evidence at protein level	0.9305	0.9947	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A087WXY4|A0A087WXY4_HUMAN, tr|A0A087X1A8|A0A087X1A8_HUMAN, tr|A0A0A0MS38|A0A0A0MS38_HUMAN, tr|A0A2R8Y3X7|A0A2R8Y3X7_HUMAN, tr|D3VVH9|D3VVH9_HUMAN, tr|D3VVP3|D3VVP3_HUMAN, tr|D6R9I5|D6R9I5_HUMAN, tr|E9PJN5|E9PJN5_HUMAN, tr|F5H211|F5H211_HUMAN, tr|G3V390|G3V390_HUMAN, tr|G3V3A6|G3V3A6_HUMAN, tr|G3V3R7|G3V3R7_HUMAN, tr|G3V3S5|G3V3S5_HUMAN, tr|G3V4B1|G3V4B1_HUMAN, tr|G3V4F4|G3V4F4_HUMAN, tr|G3V4F5|G3V4F5_HUMAN, tr|G3V4U9|G3V4U9_HUMAN, tr|G3V526|G3V526_HUMAN, tr|G3V5H3|G3V5H3_HUMAN, tr|S4R399|S4R399_HUMAN
3409	a	sp|Q9UQ53|MGT4B_HUMAN	Q9UQ53	MGT4B_HUMAN	MGAT4B	548	7.50	Homo sapiens OX=9606	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B 	1:Experimental evidence at protein level	0.9280	0.9945	1	1	1	0	0	0	0	     0	     0	     0			tr|H0YB84|H0YB84_HUMAN, tr|H0YB89|H0YB89_HUMAN, tr|H0YC13|H0YC13_HUMAN
3410	a	sp|P50749|RASF2_HUMAN	P50749	RASF2_HUMAN	RASSF2	326	4.70	Homo sapiens OX=9606	Ras association domain-containing protein 2 	1:Experimental evidence at protein level	0.9268	0.9944	1	1	1	0	1	1	0	1990239	1990239	     0			sp|Q9H2L5|RASF4_HUMAN
3411	a	sp|Q96AJ9|VTI1A_HUMAN	Q96AJ9	VTI1A_HUMAN	VTI1A	217	6.90	Homo sapiens OX=9606	Vesicle transport through interaction with t-SNAREs homolog 1A 	1:Experimental evidence at protein level	0.9268	0.9944	1	1	1	0	2	2	0	503609	503609	     0			
3412	a	sp|Q5NDL2|EOGT_HUMAN	Q5NDL2	EOGT_HUMAN	EOGT	527	11.40	Homo sapiens OX=9606	EGF domain-specific O-linked N-acetylglucosamine transferase 	1:Experimental evidence at protein level	0.9232	0.9941	1	1	1	0	1	1	0	804013	804013	     0			tr|C9J4G5|C9J4G5_HUMAN, tr|C9JQM7|C9JQM7_HUMAN, tr|F5H225|F5H225_HUMAN
3413	a	sp|Q9P2M7|CING_HUMAN	Q9P2M7	CING_HUMAN	CGN	1197	0.90	Homo sapiens OX=9606	Cingulin 	1:Experimental evidence at protein level	0.9232	0.9941	1	1	1	0	0	0	0	     0	     0	     0			
